preamble,stimulus,is_correct,subject
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015? (A) 15% (B) 35% (C) 55% (D) 75%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea? (A) by 32 fold (B) by 4 fold (C) by 8 fold (D) by 16 fold. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people? (A) 36% (B) 51% (C) 81% (D) 66%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2015, what percentage of the global population over 15 years old was literate? (A) 81% (B) 86% (C) 91% (D) 96%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017? (A) 26% (B) 46% (C) 66% (D) 86%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2019, which of the following had the lowest life expectancy? (A) Brazil (B) Mexico (C) China (D) Iran. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2019, unsafe water is responsible for about how many deaths each year? (A) 2.4 million (B) 1.2 million (C) 3.6 million (D) 4.8 million. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"Which of the following causes more deaths globally each year (as of 2017)? (A) Dementia (B) Diarrheal diseases (C) Diabetes (D) Road injuries. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"About how many people are infected by HIV/AIDS as of 2020? (A) 3 million (B) 42 million (C) 14 million (D) 124 million. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015? (A) 46% (B) 66% (C) 86% (D) 26%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values? (A) 25% (B) 65% (C) 85% (D) 45%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015? (A) 6% (B) 16% (C) 66% (D) 36%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias? (A) 58% (B) 43% (C) 73% (D) 88%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2017, the share of GDP spent on the military by China is about (A) 0.50% (B) 2% (C) 6% (D) 12%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been (A) supported mainly by cross-section, not time-series studies (B) strongly supported by most studies (C) supported mainly by time-series, not cross-section studies (D) generally repudiated by empirical studies. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020? (A) 12 years (B) 6 years (C) 3 years (D) 9 years. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2017, the share of deaths in Greenland by suicide is about (A) 7.20% (B) 0.90% (C) 1.80% (D) 3.60%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society? (A) 14% (B) 24% (C) 34% (D) 44%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good? (A) 60% (B) 75% (C) 90% (D) 45%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship? (A) 50% (B) 60% (C) 70% (D) 80%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information? (A) 75% (B) 2% (C) 25% (D) 50%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"In Sub-Saharan Africa, as of 2020, (A) no nation has been able to grow in the past years. (B) the Democratic Republic of Congo has become poorer than it initially was in 1980. (C) some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980. (D) some countries have had relatively significant growth rates.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger? (A) 34.80% (B) 15.50% (C) 48.10% (D) 65.20%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"How many children between the ages of 5-14 worked globally as of 2012? (A) 5 million (B) 150 million (C) 30 million (D) 500 million. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020, (A) Colombia, Peru, Uruguay, and Costa Rica. (B) Bhutan, Niger, Cambodia, and Costa Rica. (C) Uruguay, Costa Rica, Timor-Leste, and Pakistan. (D) Bhutan, Cambodia, Uruguay and Costa Rica.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what? (A) 10% (B) 40% (C) 80% (D) 20%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what? (A) 78% (B) 38% (C) 58% (D) 98%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False? (A) True, True (B) False, True (C) False, False (D) True, False. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"In 2017, about how many people died from terrorism globally? (A) 26,000 (B) 260 (C) 2,600 (D) 260,000. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"In 1935 roughly how many Americans were in favor of Social Security act? (A) 90% (B) 70% (C) 50% (D) 30%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"Which of the following countries emitted the most CO2 per capita in 2017? (A) Canada (B) Japan (C) Russia (D) Iran. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values? (A) 59% (B) 79% (C) 69% (D) 89%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015? (A) 9% (B) 39% (C) 59% (D) 19%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what? (A) 18% (B) 38% (C) 58% (D) 78%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)? (A) 24% (B) 39% (C) 54% (D) 69%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2015, the global fertility rate was about (A) 1.5 children per woman (B) 3.5 children per woman (C) 4.5 children per woman (D) 2.5 children per woman. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"What is the median international income as of 2020? (A) $10,000  (B) $300  (C) $1,000  (D) $30,000 . Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"Before being reelected for a third term as president how many Americans approved of running a third time? (A) 20% (B) 60% (C) 40% (D) 80%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship? (A) 56% (B) 41% (C) 71% (D) 86%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"Public spending on education in the world is about what percentage of global GDP as of 2017? (A) 1% (B) 2% (C) 8% (D) 4%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2013, which of the following countries had the highest per capita rate of homelessness? (A) Chile (B) Ireland (C) Spain (D) US. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995 (A) was approximately zero (B) exceeded that of Britain during the industrial revolution (C) exceeded that of high income countries (D) was approximately 3.0% per year. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2015, about what percentage of the world’s land area is forested? (A) 30% (B) 15% (C) 45% (D) 60%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"The greatest population growth rate has taken place (A) in Africa, which is the poorest region of the world with the lowest overall economic growth. (B) in Asia, which is the poorest region of the world with a steady overall economic growth. (C) in Africa, which is the poorest region of the world with a steady overall economic growth. (D) in Asia, which is the poorest region of the world with the lowest overall economic growth.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"The global HIV/AIDS death rate is highest for which of these age groups? (A) Under 5 (B) 14-May (C) over 50 (D) 15-49. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2015, agriculture made up about what percentage of total US GDP? (A) 3% (B) 9% (C) 20% (D) 1%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2017, what percentage of Indians live in urban areas? (A) 19% (B) 49% (C) 64% (D) 34%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020? (A) True, False (B) False, True (C) False, False (D) True, True. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.? (A) 40% (B) 80% (C) -40% (D) -80%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2013, share of people in the United States who think political parties are corrupt is (A) 36% (B) 76% (C) 56% (D) 96%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015? (A) China (B) Japan (C) India (D) Chile. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world? (A) $35,000  (B) $150,000  (C) $75,000  (D) $15,000 . Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"In 1943 how many Americans believed in the Holocaust? (A) 50% (B) 30% (C) 70% (D) 90%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"Which of the following countries emitted the most CO2 in 2017? (A) Canada (B) Russia (C) Iran (D) Japan. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____. (A) India, Congo (B) India, South Korea (C) Congo, South Korea (D) South Korea, India. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2013, share of people in the India who think political parties are corrupt is (A) 26% (B) 86% (C) 46% (D) 66%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2019, about what percentage of French people say God plays an important role in their life? (A) 31% (B) 11% (C) 51% (D) 71%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
"As of 2017, the share of GDP spent on the military by the United States is about (A) 1% (B) 3% (C) 6% (D) 10%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"As of 2017, the share of global deaths by suicide is about (A) 0.70% (B) 1.40% (C) 2.80% (D) 5.60%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",B,global_facts
"Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included (A) artificial political boundaries that covered diverse ethnic groups with little in common (B) inadequate access to higher education and training for nationals under the colonial administration (C) control of domestic commerce by foreign minority groups which had been brought in by the colonial power (D) all of the above. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"Which of the following mental disorders is most prevalent in the world? (A) Bipolar disorder (B) Schizophrenia (C) Alcohol use disorders (D) Anxiety disorders. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"As of 2017, how many people in the world have some access to electricity? (A) 60% (B) 70% (C) 90% (D) 80%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,global_facts
"Before Nixon resigned how many believed he should be removed from office? (A) 57% (B) 79% (C) 98% (D) 33%. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,global_facts
